Timestamp,Day,Hour,Realm,Players,Vote_Progress
2026-02-10 15:30:44,Tuesday,15,Cosmic,6,20
2026-02-10 17:15:14,Tuesday,17,Elysium,15,63
2026-02-10 17:15:21,Tuesday,17,Elysium,25,0
2026-02-10 17:23:35,Tuesday,17,Elysium,15,74
2026-02-10 17:29:18,Tuesday,17,Elysium,15,63
2026-02-10 17:31:50,Tuesday,17,Elysium,15,63
2026-02-10 17:32:13,Tuesday,17,Elysium,15,64
2026-02-10 17:41:15,Tuesday,17,Elysium,15,66
2026-02-10 17:42:22,Tuesday,17,Elysium,16,67
2026-02-10 17:44:23,Tuesday,17,Elysium,16,70
2026-02-10 17:47:40,Tuesday,17,Elysium,16,74
2026-02-10 17:48:40,Tuesday,17,Elysium,16,76
2026-02-10 17:49:22,Tuesday,17,Elysium,16,77
2026-02-10 17:49:43,Tuesday,17,Elysium,16,72
2026-02-10 18:00:22,Tuesday,18,Elysium,16,87
2026-02-10 18:01:22,Tuesday,18,Elysium,16,88
2026-02-10 18:02:22,Tuesday,18,Elysium,16,89
2026-02-10 18:03:22,Tuesday,18,Elysium,16,90
2026-02-10 18:04:18,Tuesday,18,Elysium,16,75
2026-02-10 18:15:40,Tuesday,18,Elysium,16,77
2026-02-10 18:20:07,Tuesday,18,Arcane,28,76
2026-02-10 18:27:42,Tuesday,18,Elysium,15,77
2026-02-10 18:27:51,Tuesday,18,Cosmic,22,70
2026-02-10 18:28:03,Tuesday,18,Arcane,28,78
2026-02-10 18:33:31,Tuesday,18,Arcane,27,87
2026-02-10 18:38:41,Tuesday,18,Arcane,27,93
2026-02-10 18:49:01,Tuesday,18,Cosmic,22,88
2026-02-10 18:49:18,Tuesday,18,Elysium,15,80
2026-02-10 18:52:27,Tuesday,18,Cosmic,22,96
2026-02-10 18:52:49,Tuesday,18,Cosmic,22,97
2026-02-10 18:54:03,Tuesday,18,Cosmic,22,99
2026-02-10 18:58:22,Tuesday,18,Elysium,15,81
2026-02-10 19:09:10,Tuesday,19,Elysium,15,86
2026-02-10 19:10:30,Tuesday,19,Elysium,15,90
2026-02-10 19:22:39,Tuesday,19,Elysium,14,99
2026-02-10 20:18:44,Tuesday,20,Arcane,27,44
2026-02-10 23:12:33,Tuesday,23,Cosmic,22,71
2026-02-10 23:12:57,Tuesday,23,Arcane,27,79
2026-02-10 23:13:17,Tuesday,23,Elysium,14,28
2026-02-10 23:28:03,Tuesday,23,Arcane,27,80
2026-02-10 23:28:12,Tuesday,23,Cosmic,22,73
2026-02-11 00:11:50,Wednesday,0,Cosmic,22,91
2026-02-11 00:12:31,Wednesday,0,Cosmic,22,94
2026-02-11 00:12:40,Wednesday,0,Cosmic,22,96
2026-02-11 00:13:41,Wednesday,0,Cosmic,22,98
2026-02-11 00:14:01,Wednesday,0,Cosmic,22,100
2026-02-11 00:18:39,Wednesday,0,Cosmic,22,3
2026-02-11 01:56:53,Wednesday,1,Elysium,14,49
2026-02-11 02:55:02,Wednesday,2,Cosmic,22,83
2026-02-11 03:20:49,Wednesday,3,Cosmic,22,94
2026-02-11 03:20:59,Wednesday,3,Arcane,28,94
2026-02-11 03:22:01,Wednesday,3,Cosmic,22,10
2026-02-11 04:04:57,Wednesday,4,Elysium,14,98
2026-02-11 04:08:09,Wednesday,4,Elysium,14,99
2026-02-11 04:49:25,Wednesday,4,Cosmic,23,45
2026-02-11 04:50:39,Wednesday,4,Arcane,28,31
2026-02-11 04:55:56,Wednesday,4,Cosmic,23,50
2026-02-11 07:56:03,Wednesday,7,Arcane,28,100
2026-02-11 08:45:47,Wednesday,8,Cosmic,23,18
2026-02-11 08:47:06,Wednesday,8,Arcane,28,13
2026-02-11 10:26:23,Wednesday,10,Elysium,14,56
2026-02-11 15:45:30,Wednesday,15,Arcane,28,91
2026-02-11 15:49:03,Wednesday,15,Arcane,29,96
2026-02-11 15:49:26,Wednesday,15,Arcane,29,97
2026-02-11 15:49:34,Wednesday,15,Arcane,30,98
2026-02-11 15:50:30,Wednesday,15,Arcane,30,100
2026-02-11 15:54:46,Wednesday,15,Elysium,14,28
2026-02-11 15:55:02,Wednesday,15,Cosmic,23,11
2026-02-11 15:55:14,Wednesday,15,Arcane,30,8
2026-02-11 16:36:07,Wednesday,16,Elysium,14,39
2026-02-11 16:36:27,Wednesday,16,Arcane,30,23
2026-02-11 16:36:40,Wednesday,16,Cosmic,23,21
2026-02-11 17:43:02,Wednesday,17,Cosmic,23,39
2026-02-11 17:47:12,Wednesday,17,Arcane,30,33
2026-02-11 18:56:51,Wednesday,18,Elysium,14,77
2026-02-11 19:05:52,Wednesday,19,Elysium,14,91
2026-02-11 19:20:35,Wednesday,19,Elysium,14,97
2026-02-11 19:20:58,Wednesday,19,Elysium,14,98
2026-02-11 19:21:29,Wednesday,19,Elysium,14,100
2026-02-11 19:25:04,Wednesday,19,Arcane,30,83
2026-02-11 19:28:20,Wednesday,19,Cosmic,23,50
2026-02-11 19:28:26,Wednesday,19,Arcane,30,84
2026-02-11 19:34:29,Wednesday,19,Elysium,14,4
2026-02-11 19:34:32,Wednesday,19,Arcane,30,90
2026-02-11 19:35:19,Wednesday,19,Arcane,30,100
2026-02-11 20:07:00,Wednesday,20,Cosmic,23,70
2026-02-11 20:34:44,Wednesday,20,Cosmic,23,78
2026-02-11 21:01:43,Wednesday,21,Cosmic,23,93
2026-02-11 21:04:34,Wednesday,21,Cosmic,23,98
2026-02-11 21:09:06,Wednesday,21,Cosmic,23,100
2026-02-11 21:51:35,Wednesday,21,Cosmic,23,9
2026-02-11 21:51:51,Wednesday,21,Arcane,29,37
2026-02-11 21:52:12,Wednesday,21,Elysium,14,40
2026-02-11 22:20:31,Wednesday,22,Arcane,29,42
2026-02-12 00:48:20,Thursday,0,Arcane,29,93
2026-02-12 03:53:34,Thursday,3,Arcane,29,81
2026-02-12 03:58:09,Thursday,3,Arcane,29,93
2026-02-12 09:03:45,Thursday,9,Cosmic,23,98
2026-02-12 09:03:46,Thursday,9,Cosmic,23,98
2026-02-12 09:03:47,Thursday,9,Cosmic,23,98
2026-02-12 09:03:53,Thursday,9,Cosmic,23,99
2026-02-12 09:53:22,Thursday,9,Elysium,14,95
2026-02-12 09:53:38,Thursday,9,Elysium,14,96
2026-02-12 09:54:56,Thursday,9,Elysium,14,98
2026-02-12 11:49:12,Thursday,11,Arcane,29,99
2026-02-12 11:49:37,Thursday,11,Arcane,29,99
2026-02-12 12:48:20,Thursday,12,Elysium,14,18
2026-02-12 14:39:06,Thursday,14,Arcane,29,15
2026-02-12 14:39:09,Thursday,14,Cosmic,23,33
2026-02-12 14:39:17,Thursday,14,Elysium,14,36
2026-02-12 16:18:58,Thursday,16,Elysium,14,61
2026-02-12 17:09:27,Thursday,17,Arcane,29,59
2026-02-12 17:09:30,Thursday,17,Cosmic,23,78
2026-02-12 17:41:59,Thursday,17,Elysium,14,70
2026-02-12 17:42:43,Thursday,17,Arcane,29,73
2026-02-12 17:43:56,Thursday,17,Cosmic,23,78
2026-02-12 18:00:17,Thursday,18,Cosmic,23,83
2026-02-12 18:04:52,Thursday,18,Arcane,29,88
2026-02-12 18:06:35,Thursday,18,Elysium,14,80
2026-02-12 18:07:32,Thursday,18,Arcane,30,96
2026-02-12 18:10:21,Thursday,18,Arcane,30,99
2026-02-12 18:16:38,Thursday,18,Arcane,30,0
2026-02-12 18:26:48,Thursday,18,Cosmic,23,92
2026-02-12 18:28:58,Thursday,18,Cosmic,23,97
2026-02-12 18:29:37,Thursday,18,Arcane,31,3
2026-02-12 18:32:13,Thursday,18,Cosmic,23,10
2026-02-12 18:32:13,Thursday,18,Cosmic,23,100
2026-02-12 18:32:15,Thursday,18,Cosmic,24,100
2026-02-12 18:32:21,Thursday,18,Cosmic,24,100
2026-02-12 18:39:48,Thursday,18,Cosmic,24,1001
2026-02-12 18:41:09,Thursday,18,Elysium,14,89
2026-02-12 18:53:40,Thursday,18,Elysium,14,92
2026-02-12 18:54:24,Thursday,18,Elysium,14,95
2026-02-12 18:57:17,Thursday,18,Elysium,14,97
2026-02-12 18:57:18,Thursday,18,Elysium,14,99
2026-02-12 19:07:31,Thursday,19,Elysium,14,8
2026-02-12 19:47:07,Thursday,19,Cosmic,24,23
2026-02-12 22:58:43,Thursday,22,Cosmic,24,99
2026-02-13 01:29:12,Friday,1,Elysium,15,75
2026-02-13 01:43:49,Friday,1,Elysium,15,100
2026-02-13 03:28:58,Friday,3,Cosmic,25,89
2026-02-13 03:29:51,Friday,3,Arcane,31,70
2026-02-13 03:29:58,Friday,3,Elysium,15,27
2026-02-13 03:30:16,Friday,3,Cosmic,25,95
2026-02-13 03:30:36,Friday,3,Cosmic,25,98
2026-02-13 03:31:01,Friday,3,Cosmic,25,99
2026-02-13 03:52:05,Friday,3,Arcane,31,100
2026-02-13 17:39:00,Friday,17,Elysium,15,90
2026-02-13 17:39:12,Friday,17,Elysium,15,95
2026-02-13 17:40:46,Friday,17,Elysium,15,94
2026-02-13 17:42:12,Friday,17,Elysium,15,96
2026-02-13 17:42:33,Friday,17,Elysium,15,97
2026-02-13 17:43:19,Friday,17,Elysium,15,100
2026-02-13 17:46:22,Friday,17,Elysium,15,5
2026-02-13 17:47:04,Friday,17,Elysium,15,7
2026-02-13 18:46:03,Friday,18,Elysium,15,20
2026-02-13 18:46:21,Friday,18,Elysium,29,0
2026-02-13 18:46:31,Friday,18,Cosmic,39,0
2026-02-13 18:46:38,Friday,18,Cosmic,39,23
2026-02-13 18:46:52,Friday,18,Arcane,48,0
2026-02-13 18:46:59,Friday,18,Arcane,48,40
2026-02-13 19:26:31,Friday,19,Cosmic,25,44
2026-02-13 19:32:56,Friday,19,Elysium,15,30
2026-02-13 20:53:29,Friday,20,Arcane,31,91
2026-02-13 20:57:44,Friday,20,Arcane,31,100
2026-02-13 21:32:56,Friday,21,Cosmic,25,95
2026-02-13 21:35:52,Friday,21,Cosmic,25,100
2026-02-13 22:59:25,Friday,22,Elysium,15,61
2026-02-14 00:35:11,Saturday,0,Elysium,15,71
2026-02-14 01:28:36,Saturday,1,Elysium,16,84
2026-02-14 01:55:42,Saturday,1,Cosmic,25,91
2026-02-14 01:59:00,Saturday,1,Cosmic,24,96
2026-02-14 01:59:16,Saturday,1,Cosmic,24,100
2026-02-14 03:37:31,Saturday,3,Arcane,31,86
2026-02-14 03:41:10,Saturday,3,Arcane,30,90
2026-02-14 03:46:52,Saturday,3,Arcane,30,94
2026-02-14 03:47:40,Saturday,3,Arcane,31,97
2026-02-14 03:48:00,Saturday,3,Arcane,31,98
2026-02-14 03:48:17,Saturday,3,Arcane,31,99
2026-02-14 05:12:51,Saturday,5,Elysium,16,57
2026-02-14 05:49:24,Saturday,5,Cosmic,24,64
2026-02-14 05:56:00,Saturday,5,Cosmic,23,70
2026-02-14 06:04:07,Saturday,6,Cosmic,23,75
2026-02-14 06:09:38,Saturday,6,Cosmic,23,85
2026-02-14 06:25:10,Saturday,6,Cosmic,23,86
2026-02-14 06:38:35,Saturday,6,Cosmic,23,96
2026-02-14 06:38:37,Saturday,6,Cosmic,24,97
2026-02-14 06:39:17,Saturday,6,Cosmic,24,98
2026-02-14 06:39:22,Saturday,6,Cosmic,24,99
2026-02-14 06:48:25,Saturday,6,Elysium,16,95
2026-02-14 06:54:03,Saturday,6,Elysium,16,100
2026-02-14 08:12:34,Saturday,8,Arcane,31,90
2026-02-14 08:15:01,Saturday,8,Arcane,32,96
2026-02-14 08:16:56,Saturday,8,Arcane,32,97
2026-02-14 08:17:21,Saturday,8,Arcane,32,98
2026-02-14 08:18:09,Saturday,8,Arcane,32,100
2026-02-14 08:23:11,Saturday,8,Arcane,32,1
2026-02-14 09:30:02,Saturday,9,Cosmic,24,85
2026-02-14 09:31:10,Saturday,9,Cosmic,25,40
2026-02-14 09:37:33,Saturday,9,Arcane,32,37
2026-02-14 09:43:34,Saturday,9,Cosmic,25,45
2026-02-14 10:36:30,Saturday,10,Cosmic,25,70
2026-02-14 10:36:37,Saturday,10,Elysium,16,56
2026-02-14 10:38:33,Saturday,10,Cosmic,25,99
2026-02-14 10:39:32,Saturday,10,Cosmic,25,70
2026-02-14 11:34:56,Saturday,11,Cosmic,24,96
2026-02-14 11:36:26,Saturday,11,Cosmic,24,98
2026-02-14 11:36:29,Saturday,11,Cosmic,23,99
2026-02-14 12:13:01,Saturday,12,Arcane,31,57
2026-02-14 12:13:13,Saturday,12,Elysium,16,72
2026-02-14 13:29:25,Saturday,13,Elysium,17,83
2026-02-14 13:49:54,Saturday,13,Arcane,31,82
2026-02-14 13:50:53,Saturday,13,Elysium,17,86
2026-02-14 13:56:28,Saturday,13,Elysium,17,91
2026-02-14 14:03:22,Saturday,14,Elysium,16,93
2026-02-14 14:03:48,Saturday,14,Arcane,31,87
2026-02-14 14:04:37,Saturday,14,Arcane,31,99
2026-02-14 14:05:01,Saturday,14,Elysium,16,99
2026-02-14 14:05:03,Saturday,14,Arcane,31,92
2026-02-14 14:08:32,Saturday,14,Arcane,31,93
2026-02-14 14:09:37,Saturday,14,Arcane,31,98
2026-02-14 14:10:06,Saturday,14,Arcane,32,100
2026-02-14 14:54:56,Saturday,14,Cosmic,23,73
2026-02-14 15:32:40,Saturday,15,Cosmic,22,78
2026-02-14 16:20:38,Saturday,16,Cosmic,22,85
2026-02-14 16:21:15,Saturday,16,Cosmic,21,90
2026-02-14 16:23:48,Saturday,16,Cosmic,21,95
2026-02-14 16:25:21,Saturday,16,Cosmic,21,96
2026-02-14 16:28:34,Saturday,16,Cosmic,21,99
2026-02-14 16:39:05,Saturday,16,Cosmic,21,0
2026-02-14 16:39:51,Saturday,16,Arcane,32,28
2026-02-17 08:34:16,Tuesday,8,Cosmic,21,72
2026-02-17 08:34:26,Tuesday,8,Elysium,16,4
2026-02-17 08:34:40,Tuesday,8,Arcane,33,15
2026-02-17 08:35:03,Tuesday,8,Elysium,16,7
2026-02-17 08:57:54,Tuesday,8,Elysium,15,95
2026-02-17 09:00:03,Tuesday,9,Elysium,15,95
2026-02-17 09:00:08,Tuesday,9,Elysium,15,10
2026-02-17 09:02:50,Tuesday,9,Elysium,15,7
2026-02-17 09:07:25,Tuesday,9,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,7
2026-02-17 09:09:00,Tuesday,9,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,7
2026-02-17 09:09:05,Tuesday,9,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,95
2026-02-17 09:09:11,Tuesday,9,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,94
2026-02-17 09:13:18,Tuesday,9,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,79
2026-02-17 09:21:07,Tuesday,9,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,81
2026-02-17 09:37:59,Tuesday,9,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,96
2026-02-17 09:40:09,Tuesday,9,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,100
2026-02-17 09:46:45,Tuesday,9,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,2
2026-02-17 09:46:51,Tuesday,9,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,12
2026-02-17 09:46:57,Tuesday,9,Elysium,13,0
2026-02-17 14:03:07,Tuesday,14,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,86
2026-02-17 14:15:24,Tuesday,14,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,30
2026-02-17 14:15:40,Tuesday,14,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,91
2026-02-17 14:16:44,Tuesday,14,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,96
2026-02-17 14:18:46,Tuesday,14,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,98
2026-02-17 14:19:21,Tuesday,14,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,99
2026-02-17 14:23:03,Tuesday,14,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,73
2026-02-17 14:56:23,Tuesday,14,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,83
2026-02-17 15:09:48,Tuesday,15,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,84
2026-02-17 15:26:28,Tuesday,15,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,100
2026-02-17 15:53:50,Tuesday,15,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,40
2026-02-17 17:40:13,Tuesday,17,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,86
2026-02-17 17:44:50,Tuesday,17,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,98
2026-02-17 17:45:04,Tuesday,17,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,99
2026-02-17 18:23:43,Tuesday,18,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,46
2026-02-17 18:23:48,Tuesday,18,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,11
2026-02-17 18:24:01,Tuesday,18,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,50
2026-02-17 18:26:48,Tuesday,18,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,55
2026-02-17 19:35:55,Tuesday,19,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,85
2026-02-17 19:43:16,Tuesday,19,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,90
2026-02-17 19:48:31,Tuesday,19,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,100
2026-02-17 19:52:09,Tuesday,19,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,71
2026-02-17 20:35:29,Tuesday,20,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,81
2026-02-17 20:38:40,Tuesday,20,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,86
2026-02-17 20:38:47,Tuesday,20,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,30
2026-02-17 20:44:43,Tuesday,20,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,91
2026-02-17 20:44:54,Tuesday,20,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,94
2026-02-17 20:45:39,Tuesday,20,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,98
2026-02-17 20:45:55,Tuesday,20,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,99
2026-02-17 22:21:39,Tuesday,22,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,61
2026-02-17 23:01:36,Tuesday,23,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,75
2026-02-17 23:01:51,Tuesday,23,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,57
2026-02-17 23:02:05,Tuesday,23,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,64
2026-02-17 23:14:10,Tuesday,23,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,80
2026-02-17 23:26:17,Tuesday,23,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,85
2026-02-17 23:28:55,Tuesday,23,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,74
2026-02-17 23:30:51,Tuesday,23,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,92
2026-02-17 23:32:02,Tuesday,23,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,95
2026-02-17 23:33:29,Tuesday,23,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,98
2026-02-17 23:34:49,Tuesday,23,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,99
2026-02-17 23:39:45,Tuesday,23,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,79
2026-02-17 23:42:13,Tuesday,23,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,66
2026-02-17 23:56:51,Tuesday,23,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,82
2026-02-17 23:58:07,Tuesday,23,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,88
2026-02-17 23:58:09,Tuesday,23,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,87
2026-02-18 00:00:43,Wednesday,0,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,93
2026-02-18 00:02:36,Wednesday,0,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,97
2026-02-18 00:10:41,Wednesday,0,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,68
2026-02-18 00:19:39,Wednesday,0,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,70
2026-02-18 00:36:13,Wednesday,0,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,75
2026-02-18 00:54:14,Wednesday,0,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,81
2026-02-18 01:01:48,Wednesday,1,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,86
2026-02-18 01:02:17,Wednesday,1,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,92
2026-02-18 01:04:23,Wednesday,1,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,95
2026-02-18 01:05:09,Wednesday,1,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,100
2026-02-18 11:53:14,Wednesday,11,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,82
2026-02-18 13:12:26,Wednesday,13,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,81
2026-02-18 13:13:20,Wednesday,13,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,85
2026-02-18 13:18:25,Wednesday,13,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,93
2026-02-18 13:18:50,Wednesday,13,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,95
2026-02-18 13:20:15,Wednesday,13,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,100
2026-02-18 13:22:34,Wednesday,13,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,83
2026-02-18 13:26:48,Wednesday,13,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,92
2026-02-18 13:26:50,Wednesday,13,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,92
2026-02-18 13:27:43,Wednesday,13,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,84
2026-02-18 13:27:45,Wednesday,13,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,94
2026-02-18 13:29:36,Wednesday,13,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,97
2026-02-18 13:31:46,Wednesday,13,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,99
2026-02-18 14:05:09,Wednesday,14,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,25
2026-02-18 15:57:15,Wednesday,15,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,86
2026-02-18 15:57:17,Wednesday,15,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,87
2026-02-18 15:57:24,Wednesday,15,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,88
2026-02-18 15:57:54,Wednesday,15,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,89
2026-02-18 16:00:41,Wednesday,16,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,90
2026-02-18 16:11:08,Wednesday,16,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,97
2026-02-18 16:11:37,Wednesday,16,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,100
2026-02-18 16:38:09,Wednesday,16,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,68
2026-02-18 16:38:13,Wednesday,16,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,26
2026-02-18 16:39:37,Wednesday,16,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,13
2026-02-18 16:54:25,Wednesday,16,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,70
2026-02-18 18:05:29,Wednesday,18,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,87
2026-02-18 18:12:11,Wednesday,18,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,53
2026-02-18 18:14:35,Wednesday,18,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,95
2026-02-18 18:23:11,Wednesday,18,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,97
2026-02-18 18:23:37,Wednesday,18,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,98
2026-02-18 18:24:28,Wednesday,18,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,99
2026-02-18 18:30:10,Wednesday,18,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,57
2026-02-18 20:24:53,Wednesday,20,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,91
2026-02-18 20:25:07,Wednesday,20,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,93
2026-02-18 20:27:42,Wednesday,20,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,97
2026-02-18 20:29:01,Wednesday,20,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,98
2026-02-18 20:29:45,Wednesday,20,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,99
2026-02-18 22:00:22,Wednesday,22,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,92
2026-02-18 22:00:24,Wednesday,22,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,93
2026-02-18 22:01:21,Wednesday,22,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,100
2026-02-18 23:18:40,Wednesday,23,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,68
2026-02-18 23:18:44,Wednesday,23,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,61
2026-02-18 23:46:24,Wednesday,23,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,98
2026-02-18 23:48:36,Wednesday,23,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,100
2026-02-19 00:17:22,Thursday,0,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,99
2026-02-19 03:09:56,Thursday,3,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,79
2026-02-19 03:13:38,Thursday,3,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,86
2026-02-19 03:14:27,Thursday,3,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,90
2026-02-19 03:15:35,Thursday,3,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,95
2026-02-19 03:16:21,Thursday,3,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,98
2026-02-19 03:17:41,Thursday,3,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,100
2026-02-19 03:26:11,Thursday,3,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,66
2026-02-19 04:21:12,Thursday,4,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,100
2026-02-19 05:28:33,Thursday,5,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,100
2026-02-19 05:53:19,Thursday,5,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,78
2026-02-19 05:57:41,Thursday,5,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,83
2026-02-19 06:03:36,Thursday,6,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,97
2026-02-19 08:34:49,Thursday,8,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,70
2026-02-19 13:57:36,Thursday,13,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,19
2026-02-19 13:57:41,Thursday,13,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,1
2026-02-19 13:57:52,Thursday,13,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,5
2026-02-19 17:35:29,Thursday,17,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,74
2026-02-19 17:35:35,Thursday,17,"(1465012113343905865, 1464897604147216426, 'Cosmic')",0,50
2026-02-19 17:35:43,Thursday,17,"(1465011973497552896, 1464897712729231631, 'Elysium')",0,51
2026-02-19 18:04:52,Thursday,18,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,82
2026-02-19 18:07:36,Thursday,18,"(1465012077990117408, 1464897407023321159, 'Arcane')",0,90
